19990503,1537.6999999999991,1543.8699999999992,1518.249999999999,1518.249999999999,9.01555579E8
19990504,1518.249999999999,1542.239999999999,1518.239999999999,1540.8799999999992,1.036777813E9
19990505,1540.8799999999992,1555.4399999999991,1525.5599999999993,1525.5699999999993,1.014999988E9
19990506,1525.5699999999993,1550.3199999999993,1524.5199999999993,1540.8299999999992,9.7266669E8
19990507,1540.8299999999992,1540.8299999999992,1526.8899999999992,1527.8799999999992,9.05444409E8
19990510,1527.8799999999992,1538.8799999999992,1520.8699999999992,1532.5799999999992,8.59222187E8
19990511,1532.5799999999992,1532.5799999999992,1512.8799999999992,1517.2699999999993,9.29000012E8
19990512,1517.2699999999993,1539.7799999999993,1505.5199999999993,1508.8799999999992,9.1722221E8
19990513,1508.8799999999992,1508.8799999999992,1496.8999999999992,1505.3199999999993,8.85444456E8
19990514,1505.3199999999993,1540.249999999999,1505.3199999999993,1535.0799999999992,8.08666643E8
19990517,1535.0799999999992,1551.6899999999991,1532.9299999999992,1533.3899999999992,7.39444433E8
19990518,1533.3899999999992,1549.4199999999992,1527.4399999999991,1539.5599999999993,8.37111087E8
19990519,1539.5599999999993,1545.8299999999992,1528.6499999999992,1528.6499999999992,8.90111147E8
19990520,1528.6499999999992,1534.0499999999993,1522.3899999999992,1534.0499999999993,8.35777801E8
19990521,1534.0499999999993,1546.6899999999991,1531.999999999999,1542.5899999999992,7.62888913E8
19990524,1542.5899999999992,1569.3499999999992,1539.8599999999992,1566.229999999999,8.38555591E8
19990525,1566.229999999999,1588.499999999999,1555.3599999999992,1588.479999999999,9.18555591E8
19990526,1588.479999999999,1594.4499999999991,1568.0299999999993,1568.1199999999992,9.67555603E8
19990527,1568.1199999999992,1595.5699999999993,1568.1199999999992,1591.4699999999991,9.01555579E8
19990528,1591.4699999999991,1591.4699999999991,1568.8799999999992,1571.0399999999993,7.22177801E8
19990601,1571.0399999999993,1591.4399999999991,1571.0399999999993,1578.6199999999992,7.59777754E8
19990602,1578.6199999999992,1595.4099999999992,1575.7799999999993,1578.0699999999993,8.08888889E8
19990603,1578.0699999999993,1578.6799999999992,1568.729999999999,1573.3399999999992,7.99555508E8
19990604,1573.3399999999992,1573.3399999999992,1545.1299999999992,1545.1299999999992,7.71666679E8
19990607,1545.1299999999992,1546.989999999999,1536.4599999999991,1538.3599999999992,7.38111099E8
19990608,1538.3599999999992,1560.0499999999993,1538.3599999999992,1555.5499999999993,7.62111099E8
19990609,1555.5499999999993,1558.1499999999992,1546.8699999999992,1554.239999999999,7.35555556E8
19990610,1554.239999999999,1579.5999999999992,1554.239999999999,1570.0599999999993,7.96111076E8
19990611,1570.0599999999993,1584.999999999999,1560.9099999999992,1579.239999999999,7.75777754E8
19990614,1579.239999999999,1580.6799999999992,1570.8899999999992,1578.8799999999992,7.43777754E8
19990615,1578.8799999999992,1578.8799999999992,1562.1199999999992,1571.7199999999991,7.73999976E8
19990616,1571.7199999999991,1571.7199999999991,1540.0499999999993,1542.4699999999991,8.96444492E8
19990617,1542.4699999999991,1550.1299999999992,1529.3399999999992,1532.979999999999,7.78111099E8
19990618,1532.979999999999,1539.3599999999992,1528.3999999999992,1530.0399999999993,1.016111123E9
19990621,1530.0399999999993,1535.249999999999,1523.8199999999993,1523.8799999999992,7.62888913E8
19990622,1523.8799999999992,1537.3599999999992,1521.7599999999993,1536.999999999999,7.96111076E8
19990623,1537.0099999999993,1550.3299999999992,1536.999999999999,1539.8199999999993,8.13111087E8
19990624,1539.8199999999993,1564.4099999999992,1539.8199999999993,1557.0999999999992,7.67111111E8
19990625,1557.0999999999992,1560.239999999999,1543.749999999999,1557.5699999999993,6.92733345E8
19990628,1557.5699999999993,1557.5699999999993,1539.1999999999991,1541.5299999999993,7.2545555E8
19990629,1541.5299999999993,1544.479999999999,1521.3699999999992,1521.4299999999992,9.11222234E8
19990630,1521.4299999999992,1534.0999999999992,1499.9499999999991,1500.1699999999992,1.241111135E9
